months,p_to_bc,impact_cum_end,BC_end,FS_end,employees_end,hires_total,A_end,m_end,avg_U,pct_months_U_pos,first_impact_month,fs_ratio_final,fs_target_final,fs_coverage_months_final
24,0.5,2700.7231354898277,6430.293179737686,1929.087953921305,2,0,100.2699373448765,25.421775189383798,535.8577649781405,1.0,1.0,3.0,6000.0,0.9645439769606524
24,0.6,2147.2098041864556,7668.606443523055,1533.721288704611,2,0,100.21461367358182,25.33478063286179,532.5421141335455,1.0,1.0,3.0,6000.0,0.7668606443523055
24,0.7,1600.4927842409033,8891.62657911613,1143.2091316006454,2,0,100.15996929377724,25.249134298990867,529.2634868521505,1.0,1.0,3.0,6000.0,0.5716045658003227
24,0.8,1060.458841245035,10099.608011857481,757.4706008893106,2,0,100.10599288768066,25.164807320402858,526.021250617577,1.0,1.0,3.0,6000.0,0.3787353004446553
24,0.9,526.9973060070457,11292.799414436698,376.42664714788987,2,0,100.05267339390373,25.081771643493166,522.8147877054026,1.0,1.0,3.0,6000.0,0.18821332357394494
60,0.1,10232.484491020192,2707.00647910587,7308.917493585851,3,1,101.02273708056174,26.6353793382958,382.2090808116426,0.75,1.0,6.0,18000.0,2.4363058311952837
60,0.2,10184.276116232355,6062.069116804973,7274.482940165968,3,1,101.01791865229708,26.627552743395835,460.8916148113057,0.8333333333333334,1.0,6.0,18000.0,2.4248276467219894
60,0.3,10286.1361074433,10496.057252493167,7347.240076745217,3,1,101.02809956096388,26.64447716100898,570.6802192619946,0.95,1.0,6.0,18000.0,2.449080025581739
60,0.4,9226.585305610843,14645.37350096959,6590.418075436314,2,0,100.92219743184512,26.470330116582083,610.2238958737329,1.0,1.0,3.0,6000.0,3.2952090377181573
60,0.5,7557.904512895588,17995.010744989504,5398.50322349685,2,0,100.75541274491702,26.198258699297018,599.8336914996502,1.0,1.0,3.0,6000.0,2.699251611748425
60,0.6,5944.89076390649,21231.75272823745,4246.350545647492,2,0,100.59419198040041,25.937876702614687,589.7709091177073,1.0,1.0,3.0,6000.0,2.123175272823746
60,0.7,4384.94862733631,24360.825707423952,3132.1061623830797,2,0,100.43827572487125,25.688482094994537,580.01965970057,1.0,1.0,3.0,6000.0,1.5660530811915399
60,0.8,2875.6481370109723,27387.125114390212,2054.0343835792655,2,0,100.28742110314955,25.44942812632801,570.5651065497962,1.0,1.0,3.0,6000.0,1.0270171917896327
60,0.9,1414.7113108340554,30315.242375015485,1010.5080791671826,2,0,100.14140043086799,25.220117973988994,561.3933773151018,1.0,1.0,3.0,6000.0,0.5052540395835913
120,0.1,10232.484491020192,2707.00647910587,7308.917493585851,3,1,101.02273708056174,26.6353793382958,53.18720899381599,0.375,1.0,6.0,18000.0,2.4363058311952837
120,0.2,10184.276116232355,6062.069116804973,7274.482940165968,3,1,101.01791865229708,26.627552743395835,97.60337263832659,0.4166666666666667,1.0,6.0,18000.0,2.4248276467219894
120,0.3,10286.1361074433,10496.057252493167,7347.240076745217,3,1,101.02809956096388,26.64447716100898,160.99938419918192,0.475,1.0,6.0,18000.0,2.449080025581739
120,0.4,10174.560813525346,16150.096529405308,7267.543438232387,3,1,101.01694760754872,26.626196175536688,230.01511533723212,0.5416666666666666,1.0,6.0,18000.0,2.422514479410796
120,0.5,10083.924488785236,24009.344020917244,7202.803206275173,3,1,101.00788850462617,26.611375782785096,323.88883556779723,0.6333333333333333,1.0,6.0,18000.0,2.4009344020917243
120,0.6,10157.425245049768,36276.51873232058,7255.303746464122,3,1,101.01523490705138,26.623615804540123,466.60233583639445,0.775,1.0,6.0,18000.0,2.4184345821547075
120,0.7,10176.911192266267,56538.39551259035,7269.222280190189,3,1,101.01718252796276,26.626952473752898,672.2634018672619,0.9916666666666667,1.0,6.0,18000.0,2.4230740933967296
120,0.8,6620.179045859217,63049.32424627827,4728.699318470866,2,0,100.66168706105543,26.04675649037443,656.7637942320653,1.0,1.0,3.0,6000.0,2.364349659235433
120,0.9,3197.68713791161,68521.8672409631,2284.062241365436,2,0,100.31960890933651,25.500292233773667,634.4617337126216,1.0,1.0,3.0,6000.0,1.142031120682718
