horizon,grid_points,pct_viable_fs3,pct_viable_fs6,pct_viable_fs12,max_impact
24,66,0.4696969696969697,0.3484848484848485,0.16666666666666666,612138.0738746222
60,66,0.5454545454545454,0.4696969696969697,0.2727272727272727,2857876.689426583
120,66,0.4696969696969697,0.4696969696969697,0.3181818181818182,22598274.591735993
