horizon,A0,m0,time_to_fs3,time_to_fs6,time_to_fs12,viable_fs3,viable_fs6,viable_fs12,impact_cum_end,FS_end,BC_end,employees_end,pct_months_U_pos,avg_U,A_end,m_end,p_eff_last,phase_final,fs_cov_final
120,50.0,20.0,,,,0,0,0,0.0,0.0,0.0,2,0.0,-1000.0,50.0,20.0,,1.0,0.0
120,50.0,25.0,,,,0,0,0,0.0,0.0,0.0,2,0.0,-750.0,50.0,25.0,,1.0,0.0
120,50.0,40.0,,,,0,0,0,0.0,0.0,0.0,2,0.0,0.0,50.0,40.0,,1.0,0.0
120,50.0,50.0,38.0,,,0,0,0,10234.124850184086,7310.089178702918,3376.0825409945087,3,0.375,77.24059050634848,51.02290103450117,53.27131603721475,0.22842850034541082,1.0,2.4366963929009726
120,50.0,75.0,12.0,51.0,,1,1,0,40375.08279451836,28839.3448532274,33009.6793675881,5,0.875,1069.4543295622602,52.879546113940535,89.63924577426229,0.33877471277515225,2.0,5.76786897064548
120,50.0,100.0,7.0,26.0,,1,1,0,60776.80740769403,43412.00529121001,55583.03600409151,7,1.0,1669.081002567709,53.63159800340373,125.1969704425874,0.3066800347266177,3.0,6.20171504160143
120,50.0,150.0,4.0,14.0,92.0,1,1,1,155221.1551788942,110872.25369921012,216323.4487258314,8,1.0,4882.480231026653,56.31186993791506,221.60975026113283,0.4435929455304399,4.0,13.859031712401265
120,50.0,250.0,4.0,7.0,37.0,1,1,1,371758.85206532147,265542.0371895153,629763.4719214696,19,1.0,12624.196632387671,59.8560287354038,459.36762896979826,0.4469092095648028,4.0,13.975896694185016
120,100.0,5.0,,,,0,0,0,0.0,0.0,0.0,2,0.0,-1500.0,100.0,5.0,,1.0,0.0
120,100.0,10.0,,,,0,0,0,0.0,0.0,0.0,2,0.0,-1000.0,100.0,10.0,,1.0,0.0
120,100.0,15.0,,,,0,0,0,0.0,0.0,0.0,2,0.0,-500.0,100.0,15.0,,1.0,0.0
120,100.0,20.0,,,,0,0,0,0.0,0.0,0.0,2,0.0,0.0,100.0,20.0,,1.0,0.0
120,100.0,25.0,38.0,,,0,0,0,10253.269573548801,7323.763981106289,3417.86152299973,3,0.38333333333333336,63.563546164440176,101.02481455007985,26.63884133951589,0.22892235048349696,1.0,2.441254660368763
120,100.0,40.0,11.0,45.0,,1,1,0,41580.99540940442,29700.71100671745,34314.64968312749,5,1.0,1110.9751642126587,102.91849747622113,47.92181039720856,0.3467237139249404,2.0,5.94014220134349
120,100.0,50.0,8.0,27.0,,1,1,0,60163.875978984936,42974.19712784637,54838.20417629064,6,1.0,1650.712732798155,103.61712906438126,62.54295218743495,0.337860833112927,3.0,7.162366187974395
120,100.0,75.0,4.0,14.0,100.0,1,1,1,142293.30295688656,101638.07354063331,192563.39335757427,8,1.0,4427.974765219599,105.98197491988532,108.5674112503394,0.45984093366998124,4.0,12.704759192579164
120,100.0,100.0,3.0,9.0,56.0,1,1,1,240839.6413331999,172028.31523799992,376008.9600303907,12,1.0,7911.97231241992,108.04758545619043,164.41094614014213,0.4558282011048005,4.0,14.335692936499994
120,100.0,150.0,3.0,6.0,31.0,1,1,1,434671.9041950131,310479.93156786665,754617.8053378353,22,1.0,14912.92425470048,110.41547877802957,284.2557915840618,0.45041049448908943,4.0,14.112724162175757
120,100.0,250.0,1.0,4.0,17.0,1,1,1,942580.4227556711,673271.7305397652,2063566.3351838617,41,1.0,35898.378641525655,115.04025245358477,602.5632565509296,0.5071800243003152,4.0,16.42126172048208
120,250.0,5.0,,,,0,0,0,0.0,0.0,0.0,2,0.0,-750.0,250.0,5.0,,1.0,0.0
120,250.0,10.0,39.0,,,0,0,0,10135.474098435529,7239.624356025381,3309.0636879717204,3,0.38333333333333336,48.542911301816766,251.0130408893986,10.647772121729343,0.22691567950799535,1.0,2.413208118675127
120,250.0,15.0,12.0,54.0,,1,1,0,40084.837744650846,28632.026960464875,32575.388921868678,4,1.0,1066.7956565840411,252.86269438512505,17.90934162469571,0.3373937790963142,3.0,7.158006740116218
120,250.0,20.0,8.0,27.0,,1,1,0,57737.373858111496,41240.9813272225,51956.02888875147,6,1.0,1578.5497220513314,253.54056433322222,24.89887918570158,0.32842258621707426,3.0,6.873496887870417
120,250.0,25.0,5.0,19.0,,1,1,0,85887.31256151166,61348.08040107976,88196.63735345809,7,1.0,2439.0853224199222,254.38923250420257,32.79703499994226,0.3905396836575526,3.0,8.764011485868537
120,250.0,40.0,3.0,10.0,58.0,1,1,1,230206.97567627692,164433.55405448365,357514.02973491175,12,1.0,7546.88230485992,257.9136089617721,65.22209150504584,0.44028907851320287,4.0,13.702796171206971
120,250.0,50.0,4.0,7.0,41.0,1,1,1,319437.50909589976,228169.64935421426,527781.450699622,16,1.0,10736.224571225026,259.2053548750138,88.26071877922581,0.4541256818611669,4.0,14.26060308463839
120,250.0,75.0,2.0,5.0,24.0,1,1,1,558169.1211030306,398692.22935930727,1007572.0957672002,28,1.0,19471.218280262998,261.76373257874025,151.74932350737566,0.4535885554076423,4.0,14.239008191403832
120,250.0,100.0,1.0,4.0,17.0,1,1,1,852232.2649262699,608737.3320901926,1731686.700121139,41,1.0,31340.09283684816,264.33284676433885,230.8905405750125,0.47765516697904087,4.0,14.84725200219982
120,250.0,150.0,1.0,2.0,8.0,1,1,1,1445884.300974659,1032774.5006961849,5878438.208784227,42,1.0,77675.16564809588,270.5540267458072,479.4950412220153,0.7,4.0,24.58986906419488
120,250.0,250.0,1.0,2.0,3.0,1,1,1,4232705.740296679,3023361.243069057,22781453.61836594,42,1.0,273827.7035716343,292.7562295982982,2577.5738972665636,0.7,4.0,71.98479150164421
120,500.0,5.0,39.0,,,0,0,0,10091.897849996665,7208.498464283334,3284.1358684901734,3,0.38333333333333336,43.57168429115542,501.0086854422784,5.322450613280797,0.22616930076895228,1.0,2.402832821427778
120,500.0,10.0,8.0,28.0,,1,1,0,56514.82050457309,40367.728931837904,50550.985630958305,6,1.0,1542.584017253484,503.48980546691723,12.410386779611173,0.3236468305285459,3.0,6.727954821972984
120,500.0,15.0,4.0,14.0,108.0,1,1,1,130998.77870511716,93570.55621794087,171020.2127558938,7,1.0,4024.35055679747,505.6407885629349,21.260136531180684,0.4313773409929204,4.0,13.367222316848697
120,500.0,20.0,3.0,10.0,59.0,1,1,1,226325.67497228686,161661.19640877625,350701.0610557651,12,1.0,7413.097631264051,507.8444680543675,32.47216355645683,0.43461722510520695,4.0,13.47176636739802
120,500.0,25.0,4.0,7.0,41.0,1,1,1,313526.9632888684,223947.8309206203,516266.64895181777,16,1.0,10522.995155726816,509.1272017162574,43.91824319391149,0.44764699694128496,4.0,13.996739432538769
120,500.0,40.0,2.0,4.0,22.0,1,1,1,587051.6354249864,419322.59673213336,1056987.951901313,30,1.0,20456.082841736872,511.8940938657662,81.12288227361067,0.4590592390737789,4.0,13.977419891071111
120,500.0,50.0,1.0,4.0,18.0,1,1,1,816557.8367835016,583255.5977025009,1603616.911424881,41,1.0,29565.018642499035,513.9793013141702,112.98159337632546,0.4619924749847861,4.0,14.225746285426851
120,500.0,75.0,1.0,2.0,8.0,1,1,1,1407316.0555843965,1005225.7539888542,5452587.138207239,42,1.0,73361.16376252848,520.1841533963179,234.5390219156708,0.6928202622367166,4.0,23.933946523544147
120,500.0,100.0,1.0,2.0,5.0,1,1,1,2134568.4135230514,1524691.723945037,10796866.10999678,42,1.0,132326.43213733536,527.3070912894274,441.5564901591205,0.7,4.0,36.30218390345326
120,500.0,150.0,1.0,1.0,3.0,1,1,1,7845475.043433621,5603910.745309727,42976792.68614044,42,1.0,513804.12642088503,566.3363981620847,3202.0724819837515,0.7,4.0,133.42644631689828
120,500.0,250.0,1.0,1.0,2.0,1,1,1,22598274.591735993,16141624.708382849,125092463.82730398,42,1.0,1490815.6626826127,666.4317191848178,8677.746783900366,0.7,4.0,384.3243978186392
